"month","division","line","day_type","reporting_category","delays"
"2020-07-01","B DIVISION","C","2","Police & Medical","40"
"2020-07-01","B DIVISION","C","2","Infrastructure & Equipment","97"
"2020-07-01","B DIVISION","D","1","External Factors","32"
"2020-07-01","B DIVISION","D","1","Police & Medical","105"
"2020-07-01","B DIVISION","D","1","Infrastructure & Equipment","279"
"2020-07-01","B DIVISION","D","1","Crew Availability","162"
"2020-07-01","B DIVISION","D","1","Operating Conditions","109"
"2020-07-01","B DIVISION","D","1","Planned ROW Work","250"
"2020-07-01","B DIVISION","D","2","Planned ROW Work","18"
"2020-07-01","B DIVISION","D","2","Infrastructure & Equipment","94"
"2020-07-01","B DIVISION","D","2","Police & Medical","45"
"2020-07-01","B DIVISION","D","2","Crew Availability","22"
"2020-07-01","B DIVISION","D","2","Operating Conditions","12"
"2020-07-01","B DIVISION","E","1","Operating Conditions","42"
"2020-07-01","B DIVISION","E","1","Infrastructure & Equipment","426"
"2020-07-01","B DIVISION","E","1","Planned ROW Work","193"
"2020-07-01","B DIVISION","E","1","Police & Medical","134"
"2020-07-01","B DIVISION","E","1","Crew Availability","38"
"2020-07-01","B DIVISION","E","2","Planned ROW Work","123"
"2020-07-01","B DIVISION","E","2","Police & Medical","13"
"2020-07-01","B DIVISION","E","2","Infrastructure & Equipment","58"
"2020-07-01","B DIVISION","E","2","Operating Conditions","21"
"2020-07-01","B DIVISION","F","1","Infrastructure & Equipment","376"
"2020-07-01","B DIVISION","F","1","Planned ROW Work","298"
"2020-07-01","B DIVISION","F","1","External Factors","3"
"2020-07-01","B DIVISION","F","1","Police & Medical","170"
"2020-07-01","B DIVISION","F","1","Operating Conditions","50"
"2020-07-01","B DIVISION","F","1","Crew Availability","74"
"2020-07-01","B DIVISION","F","2","Planned ROW Work","91"
"2020-07-01","B DIVISION","F","2","Police & Medical","8"
"2020-07-01","B DIVISION","F","2","Operating Conditions","21"
"2020-07-01","B DIVISION","F","2","Crew Availability","6"
"2020-07-01","B DIVISION","F","2","Infrastructure & Equipment","109"
"2020-07-01","B DIVISION","G","1","Police & Medical","51"
"2020-07-01","B DIVISION","G","1","Planned ROW Work","119"
"2020-07-01","B DIVISION","G","1","Infrastructure & Equipment","208"
"2020-07-01","B DIVISION","G","1","Crew Availability","110"
"2020-07-01","B DIVISION","G","1","Operating Conditions","42"
"2020-07-01","B DIVISION","G","1","External Factors","8"
"2020-07-01","B DIVISION","G","2","Infrastructure & Equipment","68"
"2020-07-01","B DIVISION","G","2","Police & Medical","7"
"2020-07-01","B DIVISION","G","2","Planned ROW Work","38"
"2020-07-01","B DIVISION","G","2","Operating Conditions","63"
"2020-07-01","B DIVISION","JZ","1","Planned ROW Work","63"
"2020-07-01","B DIVISION","JZ","1","Infrastructure & Equipment","78"
"2020-07-01","B DIVISION","JZ","1","External Factors","9"
"2020-07-01","B DIVISION","JZ","1","Operating Conditions","42"
"2020-07-01","B DIVISION","JZ","1","Police & Medical","94"
"2020-07-01","B DIVISION","JZ","1","Crew Availability","77"
"2020-07-01","B DIVISION","JZ","2","Infrastructure & Equipment","26"
"2020-07-01","B DIVISION","JZ","2","Crew Availability","9"
"2020-07-01","B DIVISION","JZ","2","Police & Medical","8"
"2020-07-01","B DIVISION","JZ","2","Planned ROW Work","17"
"2020-07-01","B DIVISION","JZ","2","Operating Conditions","3"
"2020-07-01","B DIVISION","L","1","Planned ROW Work","93"
"2020-07-01","B DIVISION","L","1","Crew Availability","80"
"2020-07-01","B DIVISION","L","1","Police & Medical","112"
"2020-07-01","B DIVISION","L","1","External Factors","3"
"2020-07-01","B DIVISION","L","1","Operating Conditions","5"
"2020-07-01","B DIVISION","L","1","Infrastructure & Equipment","317"
"2020-07-01","B DIVISION","L","2","Police & Medical","32"
"2020-07-01","B DIVISION","L","2","Crew Availability","11"
"2020-07-01","B DIVISION","L","2","Operating Conditions","10"
"2020-07-01","B DIVISION","L","2","Planned ROW Work","11"
"2020-07-01","B DIVISION","L","2","Infrastructure & Equipment","112"
"2020-07-01","B DIVISION","M","1","Infrastructure & Equipment","153"
"2020-07-01","B DIVISION","M","1","Operating Conditions","82"
"2020-07-01","B DIVISION","M","1","Crew Availability","93"
"2020-07-01","B DIVISION","M","1","Police & Medical","87"
"2020-07-01","B DIVISION","M","1","Planned ROW Work","57"
"2020-07-01","B DIVISION","M","1","External Factors","1"
"2020-07-01","B DIVISION","M","2","Police & Medical","1"
"2020-07-01","B DIVISION","M","2","Planned ROW Work","4"
"2020-07-01","B DIVISION","M","2","Infrastructure & Equipment","63"
"2020-07-01","B DIVISION","N","1","Planned ROW Work","440"
"2020-07-01","B DIVISION","N","1","Crew Availability","237"
"2020-07-01","B DIVISION","N","1","Infrastructure & Equipment","792"
"2020-07-01","B DIVISION","N","1","Police & Medical","216"
"2020-07-01","B DIVISION","N","1","Operating Conditions","377"
"2020-07-01","B DIVISION","N","1","External Factors","251"
"2020-07-01","B DIVISION","N","2","Operating Conditions","120"
"2020-07-01","B DIVISION","N","2","External Factors","9"
"2020-07-01","B DIVISION","N","2","Police & Medical","31"
"2020-07-01","B DIVISION","N","2","Infrastructure & Equipment","169"
"2020-07-01","B DIVISION","N","2","Crew Availability","11"
"2020-07-01","B DIVISION","N","2","Planned ROW Work","318"
"2020-07-01","B DIVISION","Q","1","Crew Availability","57"
"2020-07-01","B DIVISION","Q","1","Operating Conditions","180"
"2020-07-01","B DIVISION","Q","1","Police & Medical","129"
"2020-07-01","B DIVISION","Q","1","Planned ROW Work","81"
"2020-07-01","B DIVISION","Q","1","Infrastructure & Equipment","419"
"2020-07-01","B DIVISION","Q","1","External Factors","117"
"2020-07-01","B DIVISION","Q","2","Planned ROW Work","28"
"2020-07-01","B DIVISION","Q","2","Crew Availability","12"
"2020-07-01","B DIVISION","Q","2","Police & Medical","54"
"2020-07-01","B DIVISION","Q","2","Infrastructure & Equipment","175"
"2020-07-01","B DIVISION","Q","2","External Factors","7"
"2020-07-01","B DIVISION","Q","2","Operating Conditions","66"
"2020-07-01","B DIVISION","R","1","Infrastructure & Equipment","308"
"2020-07-01","B DIVISION","R","1","External Factors","81"
"2020-07-01","B DIVISION","R","1","Operating Conditions","112"
"2020-07-01","B DIVISION","R","1","Crew Availability","92"
"2020-07-01","B DIVISION","R","1","Planned ROW Work","92"
"2020-07-01","B DIVISION","R","1","Police & Medical","127"
"2020-07-01","B DIVISION","R","2","Police & Medical","10"
"2020-07-01","B DIVISION","R","2","Operating Conditions","23"
"2020-07-01","B DIVISION","R","2","Infrastructure & Equipment","72"
"2020-07-01","B DIVISION","R","2","Planned ROW Work","48"
"2020-07-01","B DIVISION","R","2","Crew Availability","1"
"2020-07-01","B DIVISION","S Fkln","1","Planned ROW Work","1"
"2020-07-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","14"
"2020-07-01","B DIVISION","S Fkln","1","External Factors","8"
"2020-07-01","B DIVISION","S Rock","1","External Factors","61"
"2020-07-01","B DIVISION","S Rock","1","Police & Medical","18"
"2020-07-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2020-07-01","B DIVISION","S Rock","1","Planned ROW Work","10"
"2020-07-01","B DIVISION","S Rock","1","Infrastructure & Equipment","16"
"2020-07-01","B DIVISION","S Rock","2","External Factors","32"
"2020-07-01","B DIVISION","S Rock","2","Operating Conditions","5"
"2020-07-01","B DIVISION","S Rock","2","Infrastructure & Equipment","16"
"2020-07-01","B DIVISION","S Rock","2","Planned ROW Work","3"
"2020-07-01","B DIVISION","S Rock","2","Police & Medical","6"
"2020-08-01","A DIVISION","1","1","Police & Medical","140"
"2020-08-01","A DIVISION","1","1","External Factors","35"
"2020-08-01","A DIVISION","1","1","Operating Conditions","16"
"2020-08-01","A DIVISION","1","1","Infrastructure & Equipment","146"
"2020-08-01","A DIVISION","1","1","Crew Availability","213"
"2020-08-01","A DIVISION","1","1","Planned ROW Work","46"
"2020-08-01","A DIVISION","1","2","Crew Availability","23"
"2020-08-01","A DIVISION","1","2","Police & Medical","40"
"2020-08-01","A DIVISION","1","2","Operating Conditions","2"
"2020-08-01","A DIVISION","1","2","Planned ROW Work","19"
"2020-08-01","A DIVISION","1","2","Infrastructure & Equipment","11"
"2020-08-01","A DIVISION","2","1","Police & Medical","325"
"2020-08-01","A DIVISION","2","1","Infrastructure & Equipment","415"
"2020-08-01","A DIVISION","2","1","Operating Conditions","106"
"2020-08-01","A DIVISION","2","1","External Factors","42"
"2020-08-01","A DIVISION","2","1","Crew Availability","225"
"2020-08-01","A DIVISION","2","1","Planned ROW Work","172"
"2020-08-01","A DIVISION","2","2","Police & Medical","95"
"2020-08-01","A DIVISION","2","2","Infrastructure & Equipment","110"
"2020-08-01","A DIVISION","2","2","Planned ROW Work","191"
"2020-08-01","A DIVISION","2","2","Operating Conditions","163"
"2020-08-01","A DIVISION","2","2","External Factors","17"
"2020-08-01","A DIVISION","2","2","Crew Availability","29"
"2020-08-01","A DIVISION","3","1","Crew Availability","221"
"2020-08-01","A DIVISION","3","1","Planned ROW Work","143"
"2020-08-01","A DIVISION","3","1","Police & Medical","214"
"2020-08-01","A DIVISION","3","1","Operating Conditions","38"
"2020-08-01","A DIVISION","3","1","Infrastructure & Equipment","296"
"2020-08-01","A DIVISION","3","1","External Factors","100"
"2020-08-01","A DIVISION","3","2","Police & Medical","82"
"2020-08-01","A DIVISION","3","2","External Factors","11"
"2020-08-01","A DIVISION","3","2","Infrastructure & Equipment","61"
"2020-08-01","A DIVISION","3","2","Operating Conditions","112"
"2020-08-01","A DIVISION","3","2","Crew Availability","9"
"2020-08-01","A DIVISION","3","2","Planned ROW Work","62"
"2020-08-01","A DIVISION","4","1","Police & Medical","304"
"2020-08-01","A DIVISION","4","1","Infrastructure & Equipment","330"
"2020-08-01","A DIVISION","4","1","Planned ROW Work","288"
"2020-08-01","A DIVISION","4","1","Crew Availability","188"
"2020-08-01","A DIVISION","4","1","Operating Conditions","102"
"2020-08-01","A DIVISION","4","1","External Factors","31"
"2020-08-01","A DIVISION","4","2","Operating Conditions","90"
"2020-08-01","A DIVISION","4","2","Police & Medical","126"
"2020-08-01","A DIVISION","4","2","Planned ROW Work","216"
"2020-08-01","A DIVISION","4","2","Infrastructure & Equipment","103"
"2020-08-01","A DIVISION","4","2","Crew Availability","5"
"2020-08-01","A DIVISION","4","2","External Factors","7"
"2020-08-01","A DIVISION","5","1","Crew Availability","125"
"2020-08-01","A DIVISION","5","1","Operating Conditions","124"
"2020-08-01","A DIVISION","5","1","External Factors","87"
"2020-08-01","A DIVISION","5","1","Police & Medical","337"
"2020-08-01","A DIVISION","5","1","Infrastructure & Equipment","346"
"2020-08-01","A DIVISION","5","1","Planned ROW Work","116"
"2020-08-01","A DIVISION","5","2","Operating Conditions","24"
"2020-08-01","A DIVISION","5","2","Crew Availability","7"
"2020-08-01","A DIVISION","5","2","Infrastructure & Equipment","24"
"2020-08-01","A DIVISION","5","2","Planned ROW Work","62"
"2020-08-01","A DIVISION","5","2","Police & Medical","5"
"2020-08-01","A DIVISION","6","1","External Factors","2"
"2020-08-01","A DIVISION","6","1","Planned ROW Work","352"
"2020-08-01","A DIVISION","6","1","Crew Availability","260"
"2020-08-01","A DIVISION","6","1","Infrastructure & Equipment","371"
"2020-08-01","A DIVISION","6","1","Police & Medical","276"
"2020-08-01","A DIVISION","6","1","Operating Conditions","71"
"2020-08-01","A DIVISION","6","2","Planned ROW Work","50"
"2020-08-01","A DIVISION","6","2","Crew Availability","51"
"2020-08-01","A DIVISION","6","2","Infrastructure & Equipment","64"
"2020-08-01","A DIVISION","6","2","Operating Conditions","71"
"2020-08-01","A DIVISION","6","2","Police & Medical","106"
"2020-08-01","A DIVISION","7","1","Planned ROW Work","16"
"2020-08-01","A DIVISION","7","1","Police & Medical","323"
"2020-08-01","A DIVISION","7","1","External Factors","233"
"2020-08-01","A DIVISION","7","1","Crew Availability","171"
"2020-08-01","A DIVISION","7","1","Infrastructure & Equipment","679"
"2020-08-01","A DIVISION","7","1","Operating Conditions","8"
"2020-08-01","A DIVISION","7","2","Infrastructure & Equipment","29"
"2020-08-01","A DIVISION","7","2","Operating Conditions","2"
"2020-08-01","A DIVISION","7","2","Police & Medical","17"
"2020-08-01","A DIVISION","7","2","Planned ROW Work","30"
"2020-08-01","A DIVISION","7","2","Crew Availability","6"
"2020-08-01","A DIVISION","S 42nd","1","External Factors","4"
"2020-08-01","A DIVISION","S 42nd","1","Crew Availability","1"
"2020-08-01","A DIVISION","S 42nd","1","Police & Medical","6"
"2020-08-01","A DIVISION","S 42nd","1","Planned ROW Work","4"
"2020-08-01","A DIVISION","S 42nd","1","Operating Conditions","2"
"2020-08-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","45"
"2020-08-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","2"
"2020-08-01","A DIVISION","S 42nd","2","Police & Medical","11"
"2020-08-01","A DIVISION","S 42nd","2","Crew Availability","2"
"2020-08-01","B DIVISION","A","1","Infrastructure & Equipment","206"
"2020-08-01","B DIVISION","A","1","Police & Medical","223"
"2020-08-01","B DIVISION","A","1","Planned ROW Work","297"
"2020-08-01","B DIVISION","A","1","Crew Availability","170"
"2020-08-01","B DIVISION","A","1","Operating Conditions","153"
"2020-08-01","B DIVISION","A","1","External Factors","316"
"2020-08-01","B DIVISION","A","2","Operating Conditions","30"
"2020-08-01","B DIVISION","A","2","Crew Availability","44"
"2020-08-01","B DIVISION","A","2","Police & Medical","52"
"2020-08-01","B DIVISION","A","2","Planned ROW Work","233"
"2020-08-01","B DIVISION","A","2","External Factors","43"
"2020-08-01","B DIVISION","A","2","Infrastructure & Equipment","84"
"2020-08-01","B DIVISION","B","1","Operating Conditions","95"
"2020-08-01","B DIVISION","B","1","Planned ROW Work","62"
"2020-08-01","B DIVISION","B","1","Infrastructure & Equipment","221"
"2020-08-01","B DIVISION","B","1","External Factors","197"
"2020-08-01","B DIVISION","B","1","Police & Medical","122"
"2020-08-01","B DIVISION","B","1","Crew Availability","58"
"2020-08-01","B DIVISION","C","1","Infrastructure & Equipment","133"
"2020-08-01","B DIVISION","C","1","External Factors","17"
"2020-08-01","B DIVISION","C","1","Operating Conditions","24"
"2020-08-01","B DIVISION","C","1","Police & Medical","124"
"2020-08-01","B DIVISION","C","1","Crew Availability","55"
"2020-08-01","B DIVISION","C","1","Planned ROW Work","15"
"2020-08-01","B DIVISION","C","2","Operating Conditions","30"
"2020-08-01","B DIVISION","C","2","Planned ROW Work","128"
"2020-08-01","B DIVISION","C","2","Police & Medical","46"
"2020-08-01","B DIVISION","C","2","Infrastructure & Equipment","36"
"2020-08-01","B DIVISION","C","2","Crew Availability","47"
"2020-08-01","B DIVISION","D","1","Infrastructure & Equipment","146"
"2020-08-01","B DIVISION","D","1","Crew Availability","101"
"2020-08-01","B DIVISION","D","1","External Factors","167"
"2020-08-01","B DIVISION","D","1","Operating Conditions","97"
"2020-08-01","B DIVISION","D","1","Police & Medical","133"
"2020-08-01","B DIVISION","D","1","Planned ROW Work","220"
"2020-08-01","B DIVISION","D","2","External Factors","1"
"2020-08-01","B DIVISION","D","2","Operating Conditions","4"
"2020-08-01","B DIVISION","D","2","Crew Availability","35"
"2020-08-01","B DIVISION","D","2","Planned ROW Work","13"
"2020-08-01","B DIVISION","D","2","Police & Medical","20"
"2020-08-01","B DIVISION","D","2","Infrastructure & Equipment","22"
"2020-08-01","B DIVISION","E","1","Operating Conditions","30"
"2020-08-01","B DIVISION","E","1","Planned ROW Work","320"
"2020-08-01","B DIVISION","E","1","External Factors","5"
"2020-08-01","B DIVISION","E","1","Crew Availability","39"
"2020-08-01","B DIVISION","E","1","Infrastructure & Equipment","238"
"2020-08-01","B DIVISION","E","1","Police & Medical","86"
"2020-08-01","B DIVISION","E","2","Police & Medical","26"
"2020-08-01","B DIVISION","E","2","Planned ROW Work","112"
"2020-08-01","B DIVISION","E","2","Operating Conditions","5"
"2020-08-01","B DIVISION","E","2","External Factors","23"
"2020-08-01","B DIVISION","E","2","Crew Availability","6"
"2020-08-01","B DIVISION","E","2","Infrastructure & Equipment","35"
"2020-08-01","B DIVISION","F","1","Crew Availability","52"
"2020-08-01","B DIVISION","F","1","Planned ROW Work","325"
"2020-08-01","B DIVISION","F","1","Operating Conditions","103"
"2020-08-01","B DIVISION","F","1","Police & Medical","106"
"2020-08-01","B DIVISION","F","1","Infrastructure & Equipment","270"
"2020-08-01","B DIVISION","F","1","External Factors","116"
"2020-08-01","B DIVISION","F","2","Operating Conditions","44"
"2020-08-01","B DIVISION","F","2","Planned ROW Work","162"
"2020-08-01","B DIVISION","F","2","Crew Availability","35"
"2020-08-01","B DIVISION","F","2","External Factors","29"
"2020-08-01","B DIVISION","F","2","Infrastructure & Equipment","44"
"2020-08-01","B DIVISION","F","2","Police & Medical","30"
"2020-08-01","B DIVISION","G","1","Operating Conditions","56"
"2020-08-01","B DIVISION","G","1","Infrastructure & Equipment","99"
"2020-08-01","B DIVISION","G","1","Planned ROW Work","152"
"2020-08-01","B DIVISION","G","1","Police & Medical","34"
