"month","division","line","day_type","period","num_timepoints_passing_wait _assessment","num_sched_timepoints","wait assessment"
"2015-02-01","B DIVISION","E","1","offpeak","9,265","12,399","74.723768%"
"2015-02-01","B DIVISION","E","2","offpeak","2,402","2,893","83.0279986%"
"2015-02-01","B DIVISION","E","1","peak","6,184","9,007","68.6577107%"
"2015-02-01","B DIVISION","E","2","peak","1,265","1,516","83.4432718%"
"2015-02-01","B DIVISION","F","1","offpeak","13,355","17,561","76.0491999%"
"2015-02-01","B DIVISION","F","2","offpeak","3,338","4,328","77.1256932%"
"2015-02-01","B DIVISION","F","1","peak","8,974","12,965","69.217123%"
"2015-02-01","B DIVISION","F","2","peak","1,735","2,258","76.8379097%"
"2015-02-01","B DIVISION","G","1","offpeak","4,360","4,885","89.2528147%"
"2015-02-01","B DIVISION","G","2","offpeak","1,302","1,422","91.5611814%"
"2015-02-01","B DIVISION","G","1","peak","2,553","3,044","83.869908%"
"2015-02-01","B DIVISION","G","2","peak","672","730","92.0547945%"
"2015-02-01","B DIVISION","JZ","1","offpeak","7,456","8,981","83.0197083%"
"2015-02-01","B DIVISION","JZ","2","offpeak","2,812","3,089","91.0326967%"
"2015-02-01","B DIVISION","JZ","1","peak","5,035","6,866","73.3323624%"
"2015-02-01","B DIVISION","JZ","2","peak","1,607","1,738","92.4626007%"
"2015-02-01","B DIVISION","L","1","offpeak","15,133","19,798","76.4370138%"
"2015-02-01","B DIVISION","L","2","offpeak","3,638","4,028","90.3177756%"
"2015-02-01","B DIVISION","L","1","peak","9,282","13,026","71.257485%"
"2015-02-01","B DIVISION","L","2","peak","1,861","2,069","89.9468342%"
"2015-02-01","B DIVISION","M","1","offpeak","9,585","12,350","77.611336%"
"2015-02-01","B DIVISION","M","2","offpeak","1,317","1,377","95.6427015%"
"2015-02-01","B DIVISION","M","1","peak","5,563","7,709","72.1624076%"
"2015-02-01","B DIVISION","M","2","peak","777","810","95.9259259%"
"2015-02-01","B DIVISION","N","1","offpeak","11,688","14,815","78.8930138%"
"2015-02-01","B DIVISION","N","2","offpeak","4,469","5,624","79.4630156%"
"2015-02-01","B DIVISION","N","1","peak","6,305","8,665","72.7639931%"
"2015-02-01","B DIVISION","N","2","peak","2,286","2,846","80.3232607%"
"2015-02-01","B DIVISION","Q","1","offpeak","9,093","11,512","78.9871438%"
"2015-02-01","B DIVISION","Q","2","offpeak","2,608","3,010","86.6445183%"
"2015-02-01","B DIVISION","Q","1","peak","5,408","7,277","74.3163392%"
"2015-02-01","B DIVISION","Q","2","peak","1,370","1,557","87.9897238%"
"2015-02-01","B DIVISION","R","1","offpeak","11,350","14,584","77.8250137%"
"2015-02-01","B DIVISION","R","2","offpeak","3,764","4,824","78.026534%"
"2015-02-01","B DIVISION","R","1","peak","7,167","10,065","71.2071535%"
"2015-02-01","B DIVISION","R","2","peak","2,143","2,590","82.7413127%"
"2015-02-01","B DIVISION","S Fkln","1","offpeak","1,553","1,669","93.0497304%"
"2015-02-01","B DIVISION","S Fkln","2","offpeak","461","482","95.6431535%"
"2015-02-01","B DIVISION","S Fkln","1","peak","981","1,024","95.8007813%"
"2015-02-01","B DIVISION","S Fkln","2","peak","263","268","98.1343284%"
"2015-02-01","B DIVISION","S Rock","1","offpeak","1,486","1,600","92.875%"
"2015-02-01","B DIVISION","S Rock","2","offpeak","582","610","95.4098361%"
"2015-02-01","B DIVISION","S Rock","1","peak","738","810","91.1111111%"
"2015-02-01","B DIVISION","S Rock","2","peak","306","315","97.1428571%"
"2015-03-01","A DIVISION","1","1","offpeak","21,787","26,588","81.9429818%"
"2015-03-01","A DIVISION","1","2","offpeak","5,750","6,628","86.7531684%"
"2015-03-01","A DIVISION","1","1","peak","12,807","17,569","72.8954408%"
"2015-03-01","A DIVISION","1","2","peak","2,696","3,160","85.3164557%"
"2015-03-01","A DIVISION","2","1","offpeak","21,280","27,974","76.070637%"
"2015-03-01","A DIVISION","2","2","offpeak","6,324","8,261","76.5524755%"
"2015-03-01","A DIVISION","2","1","peak","12,092","18,588","65.0527222%"
"2015-03-01","A DIVISION","2","2","peak","3,271","4,199","77.8994999%"
"2015-03-01","A DIVISION","3","1","offpeak","19,159","23,377","81.956624%"
"2015-03-01","A DIVISION","3","2","offpeak","6,022","6,882","87.5036327%"
"2015-03-01","A DIVISION","3","1","peak","11,165","15,851","70.4371964%"
"2015-03-01","A DIVISION","3","2","peak","3,039","3,457","87.9085913%"
"2015-03-01","A DIVISION","4","1","offpeak","24,282","32,115","75.6095283%"
"2015-03-01","A DIVISION","4","2","offpeak","7,464","10,078","74.062314%"
"2015-03-01","A DIVISION","4","1","peak","15,260","24,420","62.4897625%"
"2015-03-01","A DIVISION","4","2","peak","4,055","5,455","74.335472%"
"2015-03-01","A DIVISION","5","1","offpeak","17,580","24,814","70.8471024%"
"2015-03-01","A DIVISION","5","2","offpeak","2,460","2,890","85.1211073%"
"2015-03-01","A DIVISION","5","1","peak","12,173","20,590","59.1209325%"
"2015-03-01","A DIVISION","5","2","peak","1,348","1,560","86.4102564%"
"2015-03-01","A DIVISION","6","1","offpeak","20,819","30,436","68.4025496%"
"2015-03-01","A DIVISION","6","2","offpeak","5,223","6,978","74.8495271%"
"2015-03-01","A DIVISION","6","1","peak","13,286","22,110","60.0904568%"
"2015-03-01","A DIVISION","6","2","peak","2,870","3,686","77.8621812%"
"2015-03-01","A DIVISION","7","1","offpeak","10,157","13,387","75.8721147%"
"2015-03-01","A DIVISION","7","2","offpeak","2,233","2,814","79.3532338%"
"2015-03-01","A DIVISION","7","1","peak","7,497","11,160","67.1774194%"
"2015-03-01","A DIVISION","7","2","peak","1,123","1,473","76.2389681%"
"2015-03-01","A DIVISION","S 42nd","1","offpeak","6,070","6,226","97.4943784%"
"2015-03-01","A DIVISION","S 42nd","2","offpeak","1,864","1,906","97.7964323%"
"2015-03-01","A DIVISION","S 42nd","1","peak","5,407","6,402","84.4579819%"
"2015-03-01","A DIVISION","S 42nd","2","peak","1,093","1,100","99.3636364%"
"2015-03-01","B DIVISION","A","1","offpeak","13,322","18,407","72.3746401%"
"2015-03-01","B DIVISION","A","2","offpeak","3,838","4,898","78.3585137%"
"2015-03-01","B DIVISION","A","1","peak","9,195","13,634","67.4416899%"
"2015-03-01","B DIVISION","A","2","peak","2,008","2,589","77.5589031%"
"2015-03-01","B DIVISION","B","1","offpeak","7,963","9,787","81.3630326%"
"2015-03-01","B DIVISION","B","1","peak","5,839","7,800","74.8589744%"
"2015-03-01","B DIVISION","C","1","offpeak","8,753","11,044","79.2557045%"
"2015-03-01","B DIVISION","C","2","offpeak","2,711","3,116","87.0025674%"
"2015-03-01","B DIVISION","C","1","peak","4,996","6,830","73.147877%"
"2015-03-01","B DIVISION","C","2","peak","1,519","1,763","86.1599546%"
"2015-03-01","B DIVISION","D","1","offpeak","11,448","13,931","82.176441%"
"2015-03-01","B DIVISION","D","2","offpeak","4,132","4,982","82.9385789%"
"2015-03-01","B DIVISION","D","1","peak","7,090","9,271","76.4750297%"
"2015-03-01","B DIVISION","D","2","peak","2,086","2,532","82.385466%"
"2015-03-01","B DIVISION","E","1","offpeak","10,855","14,455","75.0951228%"
"2015-03-01","B DIVISION","E","2","offpeak","2,849","3,400","83.7941176%"
"2015-03-01","B DIVISION","E","1","peak","7,345","10,570","69.4891202%"
"2015-03-01","B DIVISION","E","2","peak","1,544","1,823","84.6955568%"
"2015-03-01","B DIVISION","F","1","offpeak","16,366","21,415","76.4230679%"
"2015-03-01","B DIVISION","F","2","offpeak","4,490","5,610","80.0356506%"
"2015-03-01","B DIVISION","F","1","peak","11,531","16,034","71.9159287%"
"2015-03-01","B DIVISION","F","2","peak","2,337","2,889","80.8930426%"
"2015-03-01","B DIVISION","G","1","offpeak","4,859","5,528","87.897974%"
"2015-03-01","B DIVISION","G","2","offpeak","1,346","1,552","86.7268041%"
"2015-03-01","B DIVISION","G","1","peak","2,895","3,443","84.083648%"
"2015-03-01","B DIVISION","G","2","peak","737","833","88.4753902%"
"2015-03-01","B DIVISION","JZ","1","offpeak","6,723","7,797","86.2254713%"
"2015-03-01","B DIVISION","JZ","2","offpeak","2,024","2,303","87.8853669%"
"2015-03-01","B DIVISION","JZ","1","peak","4,519","5,946","76.0006727%"
"2015-03-01","B DIVISION","JZ","2","peak","1,091","1,209","90.2398677%"
"2015-03-01","B DIVISION","L","1","offpeak","17,301","21,858","79.151798%"
"2015-03-01","B DIVISION","L","2","offpeak","6,442","8,092","79.6094909%"
"2015-03-01","B DIVISION","L","1","peak","11,168","15,041","74.2503823%"
"2015-03-01","B DIVISION","L","2","peak","3,023","3,964","76.2613522%"
"2015-03-01","B DIVISION","M","1","offpeak","10,714","13,619","78.6695058%"
"2015-03-01","B DIVISION","M","2","offpeak","1,125","1,189","94.6173255%"
"2015-03-01","B DIVISION","M","1","peak","6,138","8,471","72.4589777%"
"2015-03-01","B DIVISION","M","2","peak","649","676","96.0059172%"
"2015-03-01","B DIVISION","N","1","offpeak","13,360","16,652","80.2306029%"
"2015-03-01","B DIVISION","N","2","offpeak","5,441","6,617","82.2275956%"
"2015-03-01","B DIVISION","N","1","peak","7,513","9,738","77.1513658%"
"2015-03-01","B DIVISION","N","2","peak","2,749","3,285","83.6834094%"
"2015-03-01","B DIVISION","Q","1","offpeak","10,691","12,968","82.4413942%"
"2015-03-01","B DIVISION","Q","2","offpeak","3,769","4,320","87.2453704%"
"2015-03-01","B DIVISION","Q","1","peak","6,335","8,126","77.9596357%"
"2015-03-01","B DIVISION","Q","2","peak","2,054","2,359","87.0707927%"
"2015-03-01","B DIVISION","R","1","offpeak","12,484","16,380","76.2148962%"
"2015-03-01","B DIVISION","R","2","offpeak","4,179","5,007","83.4631516%"
"2015-03-01","B DIVISION","R","1","peak","8,329","11,462","72.6662014%"
"2015-03-01","B DIVISION","R","2","peak","2,230","2,652","84.0874811%"
"2015-03-01","B DIVISION","S Fkln","1","offpeak","1,808","1,945","92.9562982%"
"2015-03-01","B DIVISION","S Fkln","2","offpeak","485","503","96.4214712%"
"2015-03-01","B DIVISION","S Fkln","1","peak","1,165","1,202","96.921797%"
"2015-03-01","B DIVISION","S Fkln","2","peak","266","277","96.0288809%"
"2015-03-01","B DIVISION","S Rock","1","offpeak","1,713","1,858","92.1959096%"
"2015-03-01","B DIVISION","S Rock","2","offpeak","574","596","96.3087248%"
"2015-03-01","B DIVISION","S Rock","1","peak","859","942","91.1889597%"
"2015-03-01","B DIVISION","S Rock","2","peak","288","319","90.2821317%"
"2015-04-01","A DIVISION","1","1","offpeak","20,575","25,406","80.9848067%"
"2015-04-01","A DIVISION","1","2","offpeak","4,166","4,804","86.7194005%"
"2015-04-01","A DIVISION","1","1","peak","12,784","16,779","76.1904762%"
"2015-04-01","A DIVISION","1","2","peak","2,072","2,342","88.471392%"
"2015-04-01","A DIVISION","2","1","offpeak","21,362","28,353","75.3429972%"
"2015-04-01","A DIVISION","2","2","offpeak","4,457","5,528","80.6259045%"
"2015-04-01","A DIVISION","2","1","peak","12,793","18,678","68.4923439%"
"2015-04-01","A DIVISION","2","2","peak","2,311","2,807","82.3298896%"
"2015-04-01","A DIVISION","3","1","offpeak","19,928","24,497","81.3487366%"
"2015-04-01","A DIVISION","3","2","offpeak","4,001","4,573","87.4917997%"
"2015-04-01","A DIVISION","3","1","peak","11,795","15,928","74.0519839%"
"2015-04-01","A DIVISION","3","2","peak","2,035","2,311","88.0571181%"
"2015-04-01","A DIVISION","4","1","offpeak","25,131","32,117","78.2482797%"
"2015-04-01","A DIVISION","4","2","offpeak","5,147","7,037","73.1419639%"
"2015-04-01","A DIVISION","4","1","peak","16,092","24,420","65.8968059%"
"2015-04-01","A DIVISION","4","2","peak","2,947","3,828","76.985371%"
"2015-04-01","A DIVISION","5","1","offpeak","18,246","25,400","71.8346457%"
"2015-04-01","A DIVISION","5","2","offpeak","1,945","2,267","85.7962064%"
"2015-04-01","A DIVISION","5","1","peak","12,738","20,592","61.8589744%"
"2015-04-01","A DIVISION","5","2","peak","1,111","1,231","90.2518278%"
"2015-04-01","A DIVISION","6","1","offpeak","20,705","30,309","68.3130423%"
"2015-04-01","A DIVISION","6","2","offpeak","3,415","4,694","72.7524499%"
"2015-04-01","A DIVISION","6","1","peak","13,919","22,132","62.8908368%"
"2015-04-01","A DIVISION","6","2","peak","1,878","2,481","75.6952842%"
"2015-04-01","A DIVISION","7","1","offpeak","10,352","13,942","74.2504662%"
"2015-04-01","A DIVISION","7","2","offpeak","3,078","3,838","80.1980198%"
"2015-04-01","A DIVISION","7","1","peak","8,029","11,818","67.9387375%"
"2015-04-01","A DIVISION","7","2","peak","1,770","2,245","78.8418708%"
"2015-04-01","A DIVISION","S 42nd","1","offpeak","6,100","6,227","97.9604946%"
"2015-04-01","A DIVISION","S 42nd","2","offpeak","1,547","1,704","90.786385%"
"2015-04-01","A DIVISION","S 42nd","1","peak","5,464","6,402","85.3483286%"
"2015-04-01","A DIVISION","S 42nd","2","peak","862","992","86.8951613%"
"2015-04-01","B DIVISION","A","1","offpeak","14,287","18,905","75.5725998%"
"2015-04-01","B DIVISION","A","2","offpeak","4,388","5,737","76.4859683%"
"2015-04-01","B DIVISION","A","1","peak","10,270","14,562","70.5260266%"
"2015-04-01","B DIVISION","A","2","peak","2,316","3,051","75.9095379%"
"2015-04-01","B DIVISION","B","1","offpeak","8,320","10,124","82.1809561%"
"2015-04-01","B DIVISION","B","1","peak","6,452","8,309","77.6507402%"
"2015-04-01","B DIVISION","C","1","offpeak","9,379","11,292","83.0588027%"
"2015-04-01","B DIVISION","C","2","offpeak","2,651","3,079","86.0993829%"
"2015-04-01","B DIVISION","C","1","peak","5,535","7,112","77.8262092%"
"2015-04-01","B DIVISION","C","2","peak","1,498","1,740","86.091954%"
"2015-04-01","B DIVISION","D","1","offpeak","12,013","14,450","83.1349481%"
"2015-04-01","B DIVISION","D","2","offpeak","3,835","4,684","81.8744663%"
"2015-04-01","B DIVISION","D","1","peak","7,521","9,550","78.7539267%"
"2015-04-01","B DIVISION","D","2","peak","1,947","2,395","81.2943633%"
"2015-04-01","B DIVISION","E","1","offpeak","9,403","12,458","75.4776048%"
"2015-04-01","B DIVISION","E","2","offpeak","2,143","2,464","86.9724026%"
"2015-04-01","B DIVISION","E","1","peak","7,126","9,680","73.6157025%"
"2015-04-01","B DIVISION","E","2","peak","1,128","1,301","86.7025365%"
"2015-04-01","B DIVISION","F","1","offpeak","17,197","22,168","77.5757849%"
"2015-04-01","B DIVISION","F","2","offpeak","3,762","4,673","80.5050289%"
"2015-04-01","B DIVISION","F","1","peak","12,491","16,857","74.0997805%"
"2015-04-01","B DIVISION","F","2","peak","1,929","2,403","80.2746567%"
"2015-04-01","B DIVISION","G","1","offpeak","4,851","5,508","88.0718954%"
"2015-04-01","B DIVISION","G","2","offpeak","1,216","1,322","91.9818457%"
"2015-04-01","B DIVISION","G","1","peak","2,943","3,495","84.2060086%"
"2015-04-01","B DIVISION","G","2","peak","669","708","94.4915254%"
"2015-04-01","B DIVISION","JZ","1","offpeak","6,658","7,816","85.1842375%"
"2015-04-01","B DIVISION","JZ","2","offpeak","2,059","2,236","92.0840787%"
"2015-04-01","B DIVISION","JZ","1","peak","4,675","6,021","77.6449095%"
"2015-04-01","B DIVISION","JZ","2","peak","1,151","1,249","92.153723%"
"2015-04-01","B DIVISION","L","1","offpeak","17,878","22,678","78.8341124%"
"2015-04-01","B DIVISION","L","2","offpeak","4,454","5,468","81.4557425%"
"2015-04-01","B DIVISION","L","1","peak","11,289","14,916","75.6838294%"
"2015-04-01","B DIVISION","L","2","peak","2,294","2,755","83.2667877%"
"2015-04-01","B DIVISION","M","1","offpeak","10,475","12,935","80.9818322%"
"2015-04-01","B DIVISION","M","2","offpeak","2,195","2,583","84.9787069%"
"2015-04-01","B DIVISION","M","1","peak","6,803","9,077","74.9476699%"
"2015-04-01","B DIVISION","M","2","peak","1,197","1,348","88.7982196%"
"2015-04-01","B DIVISION","N","1","offpeak","14,261","17,459","81.6827997%"
"2015-04-01","B DIVISION","N","2","offpeak","4,238","5,174","81.9095477%"
"2015-04-01","B DIVISION","N","1","peak","8,093","10,326","78.3749758%"
"2015-04-01","B DIVISION","N","2","peak","2,142","2,598","82.448037%"
"2015-04-01","B DIVISION","Q","1","offpeak","11,625","13,910","83.5729691%"
"2015-04-01","B DIVISION","Q","2","offpeak","2,665","2,937","90.7388492%"
"2015-04-01","B DIVISION","Q","1","peak","6,898","8,699","79.2964709%"
"2015-04-01","B DIVISION","Q","2","peak","1,345","1,477","91.0629655%"
"2015-04-01","B DIVISION","R","1","offpeak","13,279","16,931","78.4300986%"
"2015-04-01","B DIVISION","R","2","offpeak","3,663","4,500","81.4%"
"2015-04-01","B DIVISION","R","1","peak","8,841","12,103","73.0480046%"
"2015-04-01","B DIVISION","R","2","peak","2,025","2,417","83.7815474%"
"2015-04-01","B DIVISION","S Fkln","1","offpeak","1,850","1,914","96.6562173%"
"2015-04-01","B DIVISION","S Fkln","2","offpeak","520","542","95.9409594%"
"2015-04-01","B DIVISION","S Fkln","1","peak","1,158","1,170","98.974359%"
"2015-04-01","B DIVISION","S Fkln","2","peak","304","306","99.3464052%"
"2015-04-01","B DIVISION","S Rock","1","offpeak","1,770","1,899","93.206951%"
"2015-04-01","B DIVISION","S Rock","2","offpeak","579","600","96.5%"
"2015-04-01","B DIVISION","S Rock","1","peak","890","959","92.8050052%"
"2015-04-01","B DIVISION","S Rock","2","peak","313","323","96.9040248%"
"2015-05-01","A DIVISION","1","1","offpeak","18,744","23,004","81.4814815%"
"2015-05-01","A DIVISION","1","2","offpeak","6,587","7,462","88.2739212%"
"2015-05-01","A DIVISION","1","1","peak","11,667","15,181","76.8526448%"
"2015-05-01","A DIVISION","1","2","peak","3,131","3,614","86.6353071%"
"2015-05-01","A DIVISION","2","1","offpeak","18,567","24,479","75.8486866%"
"2015-05-01","A DIVISION","2","2","offpeak","6,589","9,187","71.72091%"
"2015-05-01","A DIVISION","2","1","peak","10,847","16,131","67.2431963%"
"2015-05-01","A DIVISION","2","2","peak","3,510","4,685","74.9199573%"
"2015-05-01","A DIVISION","3","1","offpeak","17,333","21,203","81.7478659%"
"2015-05-01","A DIVISION","3","2","offpeak","6,127","7,583","80.799156%"
"2015-05-01","A DIVISION","3","1","peak","10,103","13,755","73.4496547%"
"2015-05-01","A DIVISION","3","2","peak","3,205","3,826","83.7689493%"
"2015-05-01","A DIVISION","4","1","offpeak","21,275","27,720","76.7496392%"
"2015-05-01","A DIVISION","4","2","offpeak","8,193","11,160","73.4139785%"
"2015-05-01","A DIVISION","4","1","peak","13,215","21,090","62.6600284%"
"2015-05-01","A DIVISION","4","2","peak","4,492","6,066","74.0520936%"
"2015-05-01","A DIVISION","5","1","offpeak","15,837","21,993","72.0092757%"
"2015-05-01","A DIVISION","5","2","offpeak","2,549","2,906","87.7150723%"
"2015-05-01","A DIVISION","5","1","peak","10,650","17,782","59.8920256%"
"2015-05-01","A DIVISION","5","2","peak","1,392","1,579","88.1570614%"
"2015-05-01","A DIVISION","6","1","offpeak","18,672","26,352","70.856102%"
"2015-05-01","A DIVISION","6","2","offpeak","5,987","8,001","74.8281465%"
