"month","division","line","day_type","num_on_time_trips","num_sched_trips","terminal_on_time_performance"
"2016-12-01","A DIVISION","6","1","4,659","11,823","39.4062421%"
"2016-12-01","A DIVISION","7","1","9,857","13,131","75.0666362%"
"2016-12-01","A DIVISION","S 42nd","1","12,604","12,813","98.3688441%"
"2016-12-01","B DIVISION","A","1","4,573","7,749","59.0140663%"
"2016-12-01","B DIVISION","B","1","2,501","4,326","57.8132224%"
"2016-12-01","B DIVISION","C","1","2,431","4,200","57.8809524%"
"2016-12-01","B DIVISION","D","1","3,341","5,620","59.4483986%"
"2016-12-01","B DIVISION","E","1","5,197","8,385","61.9797257%"
"2016-12-01","B DIVISION","F","1","4,139","8,212","50.4018509%"
"2016-12-01","B DIVISION","G","1","4,472","5,880","76.0544218%"
"2016-12-01","B DIVISION","JZ","1","3,497","5,859","59.6859532%"
"2016-12-01","B DIVISION","L","1","9,301","10,605","87.7039132%"
"2016-12-01","B DIVISION","M","1","3,307","5,712","57.8956583%"
"2016-12-01","B DIVISION","N","1","3,246","5,772","56.2370062%"
"2016-12-01","B DIVISION","Q","1","4,709","6,462","72.8721758%"
"2016-12-01","B DIVISION","R","1","3,423","5,961","57.4232511%"
"2016-12-01","B DIVISION","S Fkln","1","2,470","2,478","99.677159%"
"2016-12-01","B DIVISION","S Rock","1","1,630","1,761","92.5610449%"
"2016-12-01","B DIVISION","W","1","2,555","3,969","64.3738977%"
"2017-01-01","A DIVISION","1","1","6,991","9,606","72.7774308%"
"2017-01-01","A DIVISION","2","1","2,249","6,662","33.758631%"
"2017-01-01","A DIVISION","3","1","3,451","6,398","53.9387309%"
"2017-01-01","A DIVISION","4","1","2,459","7,800","31.525641%"
"2017-01-01","A DIVISION","5","1","2,410","6,905","34.9022448%"
"2017-01-01","A DIVISION","6","1","5,582","11,816","47.2410291%"
"2017-01-01","A DIVISION","7","1","10,074","13,126","76.7484382%"
"2017-01-01","A DIVISION","S 42nd","1","13,158","13,225","99.4933837%"
"2017-01-01","B DIVISION","A","1","4,836","7,749","62.4080527%"
"2017-01-01","B DIVISION","B","1","2,421","4,326","55.963939%"
"2017-01-01","B DIVISION","C","1","2,596","4,200","61.8095238%"
"2017-01-01","B DIVISION","D","1","3,306","5,515","59.9456029%"
"2017-01-01","B DIVISION","E","1","5,222","8,380","62.3150358%"
"2017-01-01","B DIVISION","F","1","4,074","8,171","49.8592584%"
"2017-01-01","B DIVISION","G","1","4,571","5,880","77.7380952%"
"2017-01-01","B DIVISION","JZ","1","3,717","5,859","63.4408602%"
"2017-01-01","B DIVISION","L","1","9,772","10,605","92.1452145%"
"2017-01-01","B DIVISION","M","1","3,360","5,712","58.8235294%"
"2017-01-01","B DIVISION","N","1","3,027","5,771","52.4519147%"
"2017-01-01","B DIVISION","Q","1","4,125","6,460","63.8544892%"
"2017-01-01","B DIVISION","R","1","3,782","5,960","63.4563758%"
"2017-01-01","B DIVISION","S Fkln","1","2,475","2,478","99.8789346%"
"2017-01-01","B DIVISION","S Rock","1","1,678","1,760","95.3409091%"
"2017-01-01","B DIVISION","W","1","2,542","3,969","64.0463593%"
"2017-02-01","A DIVISION","1","1","5,204","8,671","60.0161458%"
"2017-02-01","A DIVISION","2","1","1,648","6,030","27.3300166%"
"2017-02-01","A DIVISION","3","1","2,782","5,534","50.2710517%"
"2017-02-01","A DIVISION","4","1","2,357","7,059","33.3899986%"
"2017-02-01","A DIVISION","5","1","2,013","6,248","32.2183099%"
"2017-02-01","A DIVISION","6","1","5,030","10,695","47.031323%"
"2017-02-01","A DIVISION","7","1","8,213","11,879","69.1388164%"
"2017-02-01","A DIVISION","S 42nd","1","11,760","11,871","99.0649482%"
"2017-02-01","B DIVISION","A","1","3,870","7,011","55.198973%"
"2017-02-01","B DIVISION","B","1","2,181","3,818","57.1241488%"
"2017-02-01","B DIVISION","C","1","2,204","3,800","58%"
"2017-02-01","B DIVISION","D","1","2,985","5,297","56.3526524%"
"2017-02-01","B DIVISION","E","1","4,964","7,585","65.4449572%"
"2017-02-01","B DIVISION","F","1","3,577","7,345","48.6997958%"
"2017-02-01","B DIVISION","G","1","4,062","5,320","76.3533835%"
"2017-02-01","B DIVISION","JZ","1","3,449","5,301","65.0631956%"
"2017-02-01","B DIVISION","L","1","8,832","9,636","91.6562889%"
"2017-02-01","B DIVISION","M","1","3,132","5,168","60.6037152%"
"2017-02-01","B DIVISION","N","1","2,847","5,222","54.5193412%"
"2017-02-01","B DIVISION","Q","1","3,967","5,846","67.8583647%"
"2017-02-01","B DIVISION","R","1","3,684","5,364","68.6800895%"
"2017-02-01","B DIVISION","S Fkln","1","2,237","2,242","99.7769848%"
"2017-02-01","B DIVISION","S Rock","1","1,465","1,593","91.9648462%"
"2017-02-01","B DIVISION","W","1","2,459","3,591","68.4767474%"
"2017-03-01","A DIVISION","1","1","7,010","10,039","69.8276721%"
"2017-03-01","A DIVISION","2","1","2,120","6,955","30.4816679%"
"2017-03-01","A DIVISION","3","1","3,013","6,176","48.7856218%"
"2017-03-01","A DIVISION","4","1","2,698","8,146","33.12055%"
"2017-03-01","A DIVISION","5","1","2,235","7,150","31.2587413%"
"2017-03-01","A DIVISION","6","1","6,023","12,351","48.7652822%"
"2017-03-01","A DIVISION","7","1","10,231","13,724","74.5482367%"
"2017-03-01","A DIVISION","S 42nd","1","13,668","13,697","99.7882748%"
"2017-03-01","B DIVISION","A","1","4,239","7,867","53.88331%"
"2017-03-01","B DIVISION","B","1","2,606","4,508","57.8083407%"
"2017-03-01","B DIVISION","C","1","2,595","4,400","58.9772727%"
"2017-03-01","B DIVISION","D","1","3,242","5,750","56.3826087%"
"2017-03-01","B DIVISION","E","1","5,270","8,750","60.2285714%"
"2017-03-01","B DIVISION","F","1","3,947","8,350","47.2694611%"
"2017-03-01","B DIVISION","G","1","4,501","6,136","73.3539765%"
"2017-03-01","B DIVISION","JZ","1","3,747","6,113","61.2955995%"
"2017-03-01","B DIVISION","L","1","10,294","11,113","92.6302529%"
"2017-03-01","B DIVISION","M","1","3,720","5,885","63.2115548%"
"2017-03-01","B DIVISION","N","1","3,229","6,022","53.6200598%"
"2017-03-01","B DIVISION","Q","1","4,480","6,744","66.4294187%"
"2017-03-01","B DIVISION","R","1","4,117","6,135","67.1067645%"
"2017-03-01","B DIVISION","S Fkln","1","2,453","2,454","99.9592502%"
"2017-03-01","B DIVISION","S Rock","1","1,728","1,833","94.2716858%"
"2017-03-01","B DIVISION","W","1","2,744","4,158","65.993266%"
"2017-04-01","A DIVISION","1","1","6,455","9,148","70.5618714%"
"2017-04-01","A DIVISION","2","1","2,106","6,476","32.5200741%"
"2017-04-01","A DIVISION","3","1","3,126","5,812","53.7852719%"
"2017-04-01","A DIVISION","4","1","2,218","7,428","29.8599892%"
"2017-04-01","A DIVISION","5","1","2,033","6,576","30.9154501%"
"2017-04-01","A DIVISION","6","1","6,014","11,252","53.4482759%"
"2017-04-01","A DIVISION","7","1","9,069","12,500","72.552%"
"2017-04-01","A DIVISION","S 42nd","1","12,061","12,274","98.2646244%"
"2017-04-01","B DIVISION","A","1","4,230","7,380","57.3170732%"
"2017-04-01","B DIVISION","B","1","2,459","4,120","59.684466%"
"2017-04-01","B DIVISION","C","1","2,414","4,000","60.35%"
"2017-04-01","B DIVISION","D","1","2,699","5,252","51.3899467%"
"2017-04-01","B DIVISION","E","1","4,789","7,980","60.0125313%"
"2017-04-01","B DIVISION","F","1","3,460","7,612","45.4545455%"
"2017-04-01","B DIVISION","G","1","4,210","5,600","75.1785714%"
"2017-04-01","B DIVISION","JZ","1","3,316","5,580","59.4265233%"
"2017-04-01","B DIVISION","L","1","9,980","10,605","94.1065535%"
"2017-04-01","B DIVISION","M","1","3,368","5,440","61.9117647%"
"2017-04-01","B DIVISION","N","1","2,808","5,496","51.0917031%"
"2017-04-01","B DIVISION","Q","1","4,231","6,152","68.7743823%"
"2017-04-01","B DIVISION","R","1","4,025","5,676","70.9126145%"
"2017-04-01","B DIVISION","S Fkln","1","2,360","2,360","100%"
"2017-04-01","B DIVISION","S Rock","1","1,636","1,676","97.6133652%"
"2017-04-01","B DIVISION","W","1","2,457","3,780","65%"
"2017-05-01","A DIVISION","1","1","7,108","10,064","70.6279809%"
"2017-05-01","A DIVISION","2","1","2,097","6,980","30.0429799%"
"2017-05-01","A DIVISION","3","1","3,277","6,508","50.3534112%"
"2017-05-01","A DIVISION","4","1","2,325","8,309","27.9817066%"
"2017-05-01","A DIVISION","5","1","1,851","7,066","26.1958675%"
"2017-05-01","A DIVISION","6","1","6,352","12,380","51.3085622%"
"2017-05-01","A DIVISION","7","1","10,491","13,752","76.2870855%"
"2017-05-01","A DIVISION","S 42nd","1","13,393","13,492","99.2662318%"
"2017-05-01","B DIVISION","A","1","4,132","8,118","50.8992363%"
"2017-05-01","B DIVISION","B","1","2,396","4,532","52.8684907%"
"2017-05-01","B DIVISION","C","1","2,568","4,400","58.3636364%"
"2017-05-01","B DIVISION","D","1","3,131","5,952","52.6041667%"
"2017-05-01","B DIVISION","E","1","4,655","8,780","53.0182232%"
"2017-05-01","B DIVISION","F","1","3,228","8,376","38.5386819%"
"2017-05-01","B DIVISION","G","1","4,308","6,160","69.9350649%"
"2017-05-01","B DIVISION","JZ","1","3,708","6,138","60.4105572%"
"2017-05-01","B DIVISION","L","1","10,553","11,288","93.4886605%"
"2017-05-01","B DIVISION","M","1","3,864","5,984","64.5721925%"
"2017-05-01","B DIVISION","N","1","3,126","6,139","50.9203453%"
"2017-05-01","B DIVISION","Q","1","4,304","6,768","63.5933806%"
"2017-05-01","B DIVISION","R","1","4,557","6,178","73.7617352%"
"2017-05-01","B DIVISION","S Fkln","1","2,564","2,596","98.7673344%"
"2017-05-01","B DIVISION","S Rock","1","1,758","1,844","95.3362256%"
"2017-05-01","B DIVISION","W","1","2,764","4,158","66.4742665%"
"2017-06-01","A DIVISION","1","1","6,822","10,507","64.9281431%"
"2017-06-01","A DIVISION","2","1","1,927","6,981","27.6034952%"
"2017-06-01","A DIVISION","3","1","2,920","6,477","45.0826%"
"2017-06-01","A DIVISION","4","1","2,478","8,219","30.1496532%"
"2017-06-01","A DIVISION","5","1","2,273","7,212","31.5169163%"
"2017-06-01","A DIVISION","6","1","6,758","12,380","54.5880452%"
"2017-06-01","A DIVISION","7","1","10,222","13,813","74.002751%"
"2017-06-01","A DIVISION","S 42nd","1","13,285","13,493","98.4584599%"
"2017-06-01","B DIVISION","A","1","4,126","8,118","50.8253264%"
"2017-06-01","B DIVISION","B","1","2,190","4,532","48.3230362%"
"2017-06-01","B DIVISION","C","1","2,370","4,400","53.8636364%"
"2017-06-01","B DIVISION","D","1","3,048","5,917","51.5125908%"
"2017-06-01","B DIVISION","E","1","5,210","8,780","59.3394077%"
"2017-06-01","B DIVISION","F","1","3,995","8,376","47.6957975%"
"2017-06-01","B DIVISION","G","1","4,458","6,218","71.6950788%"
"2017-06-01","B DIVISION","JZ","1","3,856","6,138","62.821766%"
"2017-06-01","B DIVISION","L","1","10,800","11,297","95.6006019%"
"2017-06-01","B DIVISION","M","1","4,611","7,017","65.7118427%"
"2017-06-01","B DIVISION","N","1","2,801","6,046","46.3281508%"
"2017-06-01","B DIVISION","Q","1","4,162","6,768","61.4952719%"
